,acc
0,"tensor(0.2500, dtype=torch.float64)"
1,"tensor(0.2500, dtype=torch.float64)"
2,"tensor(0.2500, dtype=torch.float64)"
3,"tensor(0.2513, dtype=torch.float64)"
4,"tensor(0.2874, dtype=torch.float64)"
5,"tensor(0.3475, dtype=torch.float64)"
6,"tensor(0.3871, dtype=torch.float64)"
7,"tensor(0.4330, dtype=torch.float64)"
8,"tensor(0.5056, dtype=torch.float64)"
9,"tensor(0.5770, dtype=torch.float64)"
10,"tensor(0.6071, dtype=torch.float64)"
