,acc
0,"tensor(0.0384, dtype=torch.float64)"
1,"tensor(0.0456, dtype=torch.float64)"
2,"tensor(0.0626, dtype=torch.float64)"
3,"tensor(0.0877, dtype=torch.float64)"
4,"tensor(0.1318, dtype=torch.float64)"
5,"tensor(0.1833, dtype=torch.float64)"
6,"tensor(0.2339, dtype=torch.float64)"
7,"tensor(0.2828, dtype=torch.float64)"
8,"tensor(0.3310, dtype=torch.float64)"
9,"tensor(0.4203, dtype=torch.float64)"
10,"tensor(0.5075, dtype=torch.float64)"
